company,name,location,salary,edu,experience,skills,demand,company_type,company_nature,company_scale
云砥,算法工程师,衡水,12-23K,硕士,1-3年,算法研发 算法优化 数据分析,岗位职责：城市大数据、交通大数据的算法研发相关职责，包括1、根据项目或产品需求，梳理算法研发需求2、数据的统计与分析3、已有算法模型的优化4、算法模型的设计、原型实现、验证5、算法研发相关文档的撰写6、向直属领导汇报研发成果任职资格：1、数学、运筹学、统计学、城市规划、交通规划、交通运输管理、交通信息相关专业2、硕士、博士研究生学历3、对算法研发工作具有强烈的兴趣与自豪感4、思维逻辑与工作条理清晰，具有团队合作精神5、在城市交通大数据、智能交通、交通信息化领域具有1年以上算法研发经验者优先,互联网,上市公司,500-1000人
湖南获课软件,Web前端,汕头,9-16K,初中及以下,1-3年,javascript CSS vue,"负责后台系统页面开发,熟练使用avue框架，打包发布，独立封装插件，有小程序开发经验，和线上产品",互联网,民营公司,150-500人
阿里巴巴集团,算法工程师,北京,39-52K,本科,3-5年,深度学习 推荐算法 C/C++ Python 大数据处理框架(Spark/Hadoop/Hive) 算法工程化经验 发表算法相关优秀论文 参加算法相关竞赛/获奖 自然语言处理 深度学习算法,职位描述1. 负责LBS智能搜索和推荐的算法和技术研发，应用机器学习/深度学习算法提升搜索和推荐系统效果。2. 负责搜索推荐系统的索引构建及召回算法、相关性匹配算法的研究和优化工作，负责LBS搜索推荐排序的CTR/CVR预估、多样性及探索机制等。3. 需要进行海量用户行为的分析和挖掘，通过数据指引构建算法策略和进行优化。职位要求:1. 计算机及相关专业硕士以上学历，相关工作经验。2. 熟悉数据挖掘、机器学习算法，有LTR排序和CTR预估等实际工作经验，有大规模机器学习排序优化经验者优先；3. 熟悉Python及C/C++语言进行离在线代码开发，熟练使用常用算法和数据结构，对算法有较强的实现能力；4. 有很强的自学能力，对搜索引擎、推荐系统、大数据挖掘等方向有经验优先；5. 具有优秀的分析问题和解决问题的能力，对解决挑战性问题充满激情，具有良好的沟通能力，坦诚直接，重视团队合作。,其他,上市公司,5000-10000人
代塔,数据录入员,上海,3-4K,学历不限,经验不限,数据录入,数据录入专员 （全职或兼职1-2人）工作简述：使用基于Web的Citrix系统在DTBMS系统中录入数据并回复客户邮件。上班地点：闵行区紫竹科学园区国家级孵化器，紫星路588号工资: 4000元/月工作时间: 9-18，或 10-19 任务： 1. 登录TUV Citrix在线平台2. 监控Outlook邮箱并接受新的订单需求3. 基于订单内容在DTBMS系统中创建订单并分配任务给相应的技术人员4. 阅读，改进并更新已有用户手册5. 每日预计录入数据50-100条 任职条件1. 应届生，专业不限2. 熟练使用Edge，Chrome浏览器。熟悉Windows及O365 3. 英语四级或以上4. 熟悉基于Outlook邮件的撰写及回复，能看懂简单英语网站 5. 有一定直接面对客户经验者优先；6. 细心，有责任心；7. 良好的沟通能力和压力承受力(放心，本司很少加班，无PUA)；,其他,上市公司,500-1000人
仰联信通,后端开发工程师,昆明,16-31K,本科,5-10年,Java 中大型项目架构设计经验 SpringCloud Redis SpringBoot 后端工程师 SQL Java开发经验 分布式系统开发经验 MySQL 微服务架构 后端开发 高级软件工程师 Python,职位职责：1、根据系统总体设计独立完成软件子系统的设计与开发工作；2、完成子系统级代码编写，单元测试和维护工作；3、向其他业务部门提供软件后期的技术与支持；4、解决开发过程中碰到的各种技术难题，不断突破性能瓶颈；5、深度参与业务规划，讨论并提出有建设性的意见。任职要求：1、计算机相关专业本科及以上学历，3年以上JavaEE开发经验；2、Java语言扎实，了解jdk8新特性；3、对Spring、SpringMVC、SpringBoot、MyBatis等常用开源框架应用经验丰富，对框架本身的体系有较为深厚的理解和应用经验；4、有基于Dubbo或Spring Cloud的服务框架进行微服务开发经验；5、熟练使用eclipse、idea等开发工具，熟练使用git和svn，熟练使用maven，了解gradle；6、熟悉SQL语言，熟练使用MySQL，Oracle数据库其中的一种。7、拥有良好的代码习惯，要求结构清晰，命名规范，逻辑性强，代码冗余率低；8、具有一定的文档编写能力及较好的自学能力,其他,民营公司,150-500人
睿珀智能科技有限公司,前端开发工程师,金华,8-12K,本科,3-5年,JavaScript HTML CSS Socket技术 网络协议 前端开发,岗位职责：1.了解业务需求并将其转化为技术实践；2.构建可复用的组件和前端库，推进公司前端基础设施建设；3.协作解决问题，设计优先，提供高质量的代码；4.优化组件，探索 Web 和后台、客户端相结合的实践方案，持续优化性能；5. 配合后台开发人员实现产品界面和功能。任职要求：1.本科及以上学历，计算机专业相关； 2. HTML、CSS、JavaScript、Typescript、ES6 基础扎实，了解 HTTP 协议以及浏览器原理； 3.至少熟悉Vue、React、Angular等其中一种主流的前端框架，并深入理解其设计原理，vue优先；4.熟悉Nodejs，了解Grunt、Gulp、Webpack等前端自动化工具；5.熟悉RESTful API，WebSocket和通用网络技术； 6.具备良好的代码风格，能够对前端界面进行性能分析、优化； 7.有Typescript、Vue3开发经验者优先；8.有从事过容器云平台开发、大屏展示开发、数据可视化开发优先； 9.有 webgl、threejs开发经验者优先；加分项:有Nodejs开发经验者优先。其他要求：对前端新技术和应用有浓厚的兴趣。工作地点：杭州市西湖区三墩镇西园路7号A座4楼,互联网,民营公司,150-500人
华为,Java开发工程师 华为&德科联合招聘,杭州,18-35K,本科,1-3年,微服务架构 分布式技术 数据结构 软件工程师 后端开发 SpringMVC Dubbo SSM,Java岗位【团队介绍】华为云计算数据库产品服务，服务于华为云计算底层上的海量客户，为客户提供高可靠高可用、响应及时、完善的数据库体验。数据库作为所有系统必不可少的底座，是每个云计算厂商必须角逐的领域。华为云数据库服务目前上线了众多高品质服务：rds for mysql、gaussdb系列数据库、nosql系列引擎等等，与数据库管理服务das、数据库迁移服务drs等协同作战，在云计算领域与形成了一套富有竞争力的打法，目前数据库客户规模以及实例个数快速增加，团队急需扩充人员。【岗位职责】1 负责云计算底座上的数据库实例的生命周期管理、计费系统、指标采集与告警、高可用切换、备份与恢复系统等其中一个或者多个方面的代码开发与方案设计2 对现有系统的方案设计、性能瓶颈进行优化改进，满足日益增加的客户规模3 利用代码技术，实现了运维效率、问题定位的自动化、高效化。【技术要求】1 技术栈背景java或者Python2 责任心强，踏实勤奋，对所负责模块能够端到端负责到底，具有主人翁意识3 有云计算背景或者高并发计算背景更佳。4 华为&德科联合招聘，挂职外企德科，同德科签署劳动合同，在华为研究所办公，参与华为核心项目研发。,其他,上市公司,500-1000人
多多短,Flash开发,北京,10-12K,大专,5-10年,MVC开发 流媒体技术 Socket技术 网络协议 ActionScript Vue React Angular,大专学历5年以上工作经验技术够硬,其他,外资（欧美）,5000-10000人
字节跳动,【清远】内容质量专员,阳江,4-5K,大专,10年以上,全职 内容审核 图片审核 文本审核 视频审核 接受夜班/倒班制 风险敏感性强 不接受居家办公,职位描述1、按规定完成抖音集团旗下APP手机客户端的自媒体内容的内容质量安全工作； 2、负责业务线内容（包括不限于文图、视频等）内容质量监控工作，严格贯彻业务流程规范，保证信息处理的及时性及准确性； 3、参与内容安全规则指导，提高内容质量效率和安全性； 4、及时发现并上报内容质量中发现的问题，为产品，运营内容安全改进提供支持； 5、整理互联网行业法律法规和行业资讯新动态，为内容质量工作提供支持； 6、对平台工具、流程、策略等提出合理优化建议，协助提高工具的效率。职位要求1、专业不限，有内容安全相关经验者优先； 2、熟悉互联网法律相关知识，理解互联网内容安全趋势； 3、热爱新闻、关心时事、熟悉网络新闻传播特性；知识面广、喜好阅读，具有较强的文字表达或写作能力； 4、有较强的自我驱动力，能够适应排班工作模式； 5、富有正义感，具备责任心及耐心，具有团队合作精神。,其他,上市公司,1000-5000人
车湾,技术合伙人,张家口,16-22K,中专/中技,3-5年,PHP Python Shell 容器技术 微服务架构 后端开发 服务端开发 Gin,"容器技术消息队列软件工程师 服务端开发GinPythonGolandPHP熟悉GO 或者PHP需要，了解微信小程序，H5， WEB端产品开发，部份需要用到pythons前端 VUE, ui app等了解微服务，docket，基本服务器运维知识全栈优先录取",其他,民营公司,150-500人
重庆钰铭德科技公司,等保测评工程师,重庆,7-8K,本科,1-3年,CISSP/CISP 网络安全 等保 文档,岗位职责：1.依据网络安全等级保护相关标准和规范开展网络安全等级保护测评工作；2.负责网络安全咨询相关工作，能够为客户提供网络安全等级保护、风险评估以及其他网络安全服务的咨询及培训工作；3.负责网络安全相关服务的技术支持及项目实施和方案编写等工作。岗位要求：1.本科及以上学历，信息安全、计算机及相关专业；2.两年以上网络安全行业工作经验；3.熟悉网络安全相关法律法规、相关标准；4.熟悉主流操作系统、数据系统、网络安全设备；5.具有良好的沟通能力，良好的文案写作、书面表达能力。加分项：1.网络安全等级保护测评师、商用密评应用安全性评估人员；2.网络安全相关认证，如CISP、CISSP等。,互联网,上市公司,1000-5000人
